Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014944PAP_Slot1-12_1_3201.d	TU014945PAP_Slot1-11_1_3202.d	TU014946PAP_Slot1-10_1_3203.d	TU014947PAP_Slot1-09_1_3204.d	TU014948PAP_Slot1-08_1_3205.d	TU014949PAP_Slot1-07_1_3206.d	TU014950PAP_Slot1-06_1_3207.d	TU014951PAP_Slot1-05_1_3208.d	TU014952PAP_Slot1-04_1_3209.d	TU014953PAP_Slot1-03_1_3210.d	TU014954PAP_Slot1-02_1_3211.d	TU014956PAP_Slot1-24_1_3213.d	TU014957PAP_Slot1-23_1_3214.d	TU014958PAP_Slot1-22_1_3215.d	TU014959PAP_Slot1-21_1_3216.d	TU014960PAP_Slot1-20_1_3217.d	TU014961PAP_Slot1-19_1_3218.d	TU014962PAP_Slot1-18_1_3219.d	TU014963PAP_Slot1-17_1_3220.d	TU014964PAP_Slot1-16_1_3221.d	TU014965PAP_Slot1-15_1_3222.d	TU014966PAP_Slot1-14_1_3223.d	TU014967PAP_Slot1-13_1_3224.d	TU014968PAP_Slot1-36_1_3225.d	TU014969PAP_Slot1-35_1_3226.d	TU014973PAP_Slot1-31_1_3227.d	TU014974PAP_Slot1-30_1_3228.d	TU014975PAP_Slot1-29_1_3229.d	TU014976PAP_Slot1-28_1_3230.d	TU014977PAP_Slot1-27_1_3231.d	TU014978PAP_Slot1-26_1_3232.d	TU014979PAP_Slot1-25_1_3233.d	TU014980PAP_Slot1-34_1_3234.d	TU014981PAP_Slot1-33_1_3235.d	TU014982PAP_Slot1-32_1_3236.d
Q15287	Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	6410.49	6410.28	4855.14	6179.63	4528.6	6448.71	6914.11	6562.58	5174.39	4471.83	6042.85	4494.09	3775.94	3507.09	3174.49	4840.27	4841.09	5801.54	5284.85	5794.02	7430.73	4489.39	4082.55	3578.55	3597.01	2969.8	3862.88	4714	2740.91	4032.76	3776.61	2288.57	3907.22	3053.86	4218.52
Q15291	Q15291	RBBP5_HUMAN	RBBP5	Retinoblastoma-binding protein 5						711.397						1650.34	1060.21	1385.87	1027.77		1054.28	1307.12			1102.43			1494.48	1501.56	1745.14	1668.88	1256.1	1810.39	2281.94	1859.03	1561.83	1321.07	1273.02	801.659
Q15293	Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	23988.9	24831	26703.8	19766.2	20504.5	20763.5	16049.3	20117.4	21410.7	28797.5	18024.1	10855.4	8977.6	10437.6	7921.56	23778.6	26398.9	24545.2	25259.8	28465.7	30577.3	23434.4	20801.1	8177.82	9001.09	10811.9	14041.4	11491.9	8215.79	10569.2	8990.97	7935.09	9664.57	9717.71	21272.3
Q15306	Q15306	IRF4_HUMAN	IRF4	Interferon regulatory factor 4		2817.34			1836.56	948.553						6574.74	6312.2	6298.7	6354.78	3987.74			5094.5	4011.15			2928.23	6580.32	7126.32	7066.36	7350.98	6162.73	8829.47	4476.94	7169.48	7721.44	7643.98	7089.16	4541.16
Q15311	Q15311	RBP1_HUMAN	RALBP1	RalA-binding protein 1						1947.58						3992.09	2730.11	3276.03	3113.61	2210.18	2479.66	3225.93	2957.83	3099.71	2813.12	2460.65		2380.72	2964.02	2832.07	3638.63	2900.32	3891.34	4081.89	3505	3264.27	2779.99	3514.78	2392.07
Q15334	Q15334	L2GL1_HUMAN	LLGL1	Lethal(2) giant larvae protein homolog 1		3164.09				3401.24				5335.83		4967.04	4848.21	5258.75	5771.66	5589.5	4758.23	5196.98	5366.43	5223.03	4335.35	4250.18	6623.39	3974.53	4130.74	4398.12	5567.79	4470.31	4914.38	4967.46	5243.58	4896.14	4559.71	4713.28	5970.74
Q15345	Q15345	LRC41_HUMAN	LRRC41	Leucine-rich repeat-containing protein 41	6986.99	5753.94	4892.04	8727.17		5573.53	8608.76	5076.18	3708.89			7549.45	8007.47	7405.55	7860.12	9350.48	9132.18	7201.56	7916.85	7793.34	8646.85	6911.22	6689.86	6692.72	7850.96	7043.12	7406.37	7199.03	7387.44	6772.87	6584.64	7204.02	6242.18	7537.99	5726.92
Q15365	Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	17683.6	22187.2	19396.4	23590.6	19068.7	22777.2	18821.7	26988.6	21837.7	18403.2	17745	13210.3	11915.2	11202.1	12776.9	17535.1	20191.6	24271.4	18767.3	19337.2	21354	19269.2	21727.2	12379.7	12285.6	13797.3	12759.7	12393.4	12309.3	12855.2	13054.2	12181.2	13950.5	11556.9	19320.7
Q15366	Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	30310.7	39377.6	32341.3	42775.1	41223	38668.1	30984.3	50332.6	35645.3	33363.4	30602.6	23351.4	20980	23899.8	23148.2	28065.1	32675.6	35319.2	32714.7	30711.8	34252.3	25804	38538.2	23739.7	23446.6	23230.3	24428.1	19650.8	24469	27456.3	26616.8	22114.6	27224.8	26980.4	30829.9
Q15369	Q15369	ELOC_HUMAN	ELOC	Elongin-C	5030.78	6002.44	4529.6	5215.66	4561.22	4999.59	4454.57	5153.62	5435.1	3441.9	3966.01	7597.43	6631.56	6254.05	7951.35	9363.27	7900.83	7286.14	6962.34	5621.09	7802.9	5064.27	7269.72	6332.76	7075.19	6514.63	6411.41	5847.19	7396.89	6239.55	6303.45	7621.28	7173.77	5902.83	7218.31
Q15370	Q15370	ELOB_HUMAN	ELOB	Elongin-B	6581.79	5392.47	5264.32	6431.41	4714.82	3874.9		5398.3	7035.32	6795.93	6101.68	6565.94	6545.28	6908.82	5564.13	6537.71	6434	7821.05	6721.01	7345.3	5799.15	6183.88	7020.7	6766.46	6394.95	6443.96	6462.4	7788.21	5943.12	6576.18	6407.67	6159.17	7410.34	6905.48	8730.14
Q15388	Q15388	TOM20_HUMAN	TOMM20	Mitochondrial import receptor subunit TOM20 homolog		9317.87	8591.6	6729.99		9994.78			7900.96	6826.64		4685.57	3201.49	3839.72	4434.37	4946.21	6864.44	7819.75		8515.4	12558.3	9402.87	7054.13	3301.26	3226.21	4062.87	4561.1		2932.85	4655.62	4341.38	1917.68	3825.72		5477
Q15393	Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	19100.8	16226.8	14838.2	14695.6	15103.7	14431.5	12700.4	14402.6	12435.7	12103.1	11230.5	24426.9	25308.7	25146.7	25376.8	25581.3	23620.9	20846.1	23043.6	22838.2	21242.5	19332.8	18688.2	24570.3	25151.3	25117.9	23712.4	23788.2	25588.2	25685.8	25237.3	26397.6	25016.5	25907.9	23209.9
Q15404	Q15404	RSU1_HUMAN	RSU1	Ras suppressor protein 1													2786.1	2974.83	1931.93		2732.01							2665.01	3299.32			3241.64	2052.25	2874.64	2865.96	2561.52	2956.12	2591.9	3775
Q15417	Q15417	CNN3_HUMAN	CNN3	Calponin-3	12074.4	13643.6	12923.3	14139.5	13027.3	15339.3	14320	16456.5	15671.9	16029.1	14868.6	6447.46	5910.56	6128.43	6130.56	10675.9	9427.82	11473.1	10426.7	11437	12351.4	11058.1	11608.2	6251.41	5734.12	5847.79	5527.93	5706.49	5382	6108.57	7007.68	5951.51	5903.18	6094.33	11685.1
Q15418	P51812;Q15349;Q15418;Q9UK32	KS6A1_HUMAN	RPS6KA1	Ribosomal protein S6 kinase alpha-1	4570.56	2430.79			3570.55	1600.44	4425.32	3526.25	13427.4			7119.12	7150.83	7243.44	7320.54	5028.2	3772.84	3694.05	5809.22	3996.07	4945.41	4559.17	6721.37	6925.29	6637.58	6725.7	7181.45	7141.65	6722.52	6924.21	7385.03	7158.41	7401.21	7090.01	6242.54
Q15424	Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	11462.8	24026.5	15604.5	17107.7	19336.8	13385.7	23481.6	22788.6	13873.7	13951.4	16021.7	14350.3	12479.6	14860.4	13038.7	17449.9	15546.3	20453.8	14687.3	15726.3	16535.1	10002.2	20611.2	11880.6	12251.6	12091	13937.3	16688.6	11603.6	14213.8	10560.4	11261	15313.4	12305.4	14557.3
Q15428	Q15428	SF3A2_HUMAN	SF3A2	Splicing factor 3A subunit 2	6356.76	7409.02	5929.3	7911.3	6484.27	6665.5	6251.1	7400.87	7277.93	5110.42	4424.56	6562.2	8760.35	5647.85	5854.67	7115.38	9354.16	6401.44	5630.56	7448.86	6961.58	8056.19	8861.69	6641.8	7785.38	6260.5	6805.37	7804.1	7126.07	6447.14	8446.68	7434.04	6687.17	6874.96	7532.59
Q15431	Q15431	SYCP1_HUMAN	SYCP1	Synaptonemal complex protein 1	87752.4	14229.7	65648.1	7361.13	69538.7	11063.1	43300.7	2900.28	17882.2	17704.7	53625.4	24838.6	9589.47	8138.17	42966		1415.4	23059.7	26482.1	24822.8	3933.9	39523.1	6589.19	16752.8	26694.5	19706.4	40920.6	44759.9	4224.3	2023.7	27903.3	1713.82	12355.4	16443.1	19745.5
Q15436	Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A		4673.92	5059.11		4031.16							10854.2	11189.1	10885.4	10620.6	6723.38	4709.03	5749	7242.16	6433.85	6711.82	5273	8807.36	10676.7	10408	10938	11110.7	10587.4	10798.1	11433.4	12352.8	11718.8	11077	11757.4	11783.3
Q15437	Q15437	SC23B_HUMAN	SEC23B	Protein transport protein Sec23B												4933.19	4741.11	3666.14	4525.51			2127.56	3098.12		1622.79		1717.31	4995.41	4386.31	3690.41	4786.39	3595.33	4258.02	4149.13	4685.55	4818.23	4918.33	3834.36	3526.28
Q15459	Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	11597.8	12141.2	12525.4	12592.6	11498	15212.8	11293.5	15877.1	14427.4	11173.2	11107.9	11977.1	12897	12576.9	12926.2	12175.4	12625.8	13683.6	13517	12344.3	13363	12618	11366.3	12599	12751.3	13004.3	12745.2	12283	13243.5	13142.7	12439.9	13555.2	12649.4	12815.9	11725.3
Q15477	Q15477	SKIV2_HUMAN	SKIV2L	Helicase SKI2W		3359.13		1531.83	2376.41	2368.34		4033.41				4315.9	4666.44	5175.28	4725.1	4123.14	3739.2	5317.98	3947.17	3426.82	4108.41	3621.25	3753.95	3658.15	4159.74	4333.45	5152.02	4759.12	3946.82	3691.97	4436.74	4136.24	4647.01	3583.83	4289.75
Q15555	Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	7016.12	6141.33	4495.56					4082.88				8058.39	7702.62	7926.61	8844.71	7741.22	7766.58	9075.4	2925.48	6285.26	7711.98	4613.55	5240.94	9125.1	8309	7887.62	7733.35	7778.47	9939.03	8708.86	7147.8	7434.21	8398.55	9567.78	7721.16
Q15637	Q15637	SF01_HUMAN	SF1	Splicing factor 1	13277.4	11207.5	13001.2	13912	9846.06	14157.9	15833.8	16301.9	13504.8	14472	14512.5	9106.93	9284.68	8675.08	7094.47	12630	12654.5	15080	17783.8	11143.5	14253	12779	15786.3	9276.86	9311.44	8569.68	9509.49	9385.79	9621.48	9417.5	7845.53	9193.55	9537.24	8954.26	8793.05
Q15645	Q15645	PCH2_HUMAN	TRIP13	Pachytene checkpoint protein 2 homolog	3713.25	2993.06	3086.01	3894.2	3244.59		4380.91	3815.77	3648.72	2827.5		8191.03	7747.11	8184.44	7783.23	3226.5	4119.27	4067.13	3735.67	4832.6	4016.39	4505.69	3553.35	9283.42	9085.37	8485.16	8295.16	8283.94	8915.96	9007.84	8982.65	8774.73	8583.7	8507.86	8063.56
Q15691	Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	16376.6	24390.6	15901.1	20996.3	15755.7	23061.7	15700.2	24742.1	21934	19782.9	17932.5	16257.6	17442.2	16836.8	17845.9	16122.7	16162.7	20440	15183.7	15709.6	17667.7	16393	21786	19560.2	19339.4	17115.4	18242.6	16923.4	17874.6	18412.7	18268.4	17121.6	19605.1	18836.9	21292.1
Q15717	Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	16685.6	17461.9	14255.8	15389.3	13781.3	13222.3	16235.7	13318.9	14946.6	12148.7	14251.6	13080	12011.7	12574.8	12241.3	17779.5	14647.8	17349.6	15589.5	16611.7	19431	16390.4	16249.8	11268.3	13723.6	12280.2	12299.2	12909.6	11263.7	12792.4	11928.4	12318.8	12601.9	11751.6	15106.8
Q15785	Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	12108.5	6924.91	10288.8	9309.35	12842.5	10335.8	12954	9365.05	13465.9	8701.09	11091.6	11043.4	9675.71	9309.01	9571.53	7188.01	6419.54	6020.23	10042	6240.2	7739.43	7394.7	5186.14	10110.1	10302.3	10236.8	10642.5	10281.2	8903.4	9797.71	9706.73	8993.85	9221.16	8890.49	8295.9
Q15813	Q15813	TBCE_HUMAN	TBCE	Tubulin-specific chaperone E		1559.83	4775.24									7176.34	7245.83	7186.37	7733.16	2607.55	2860.29	3475.38	2559.44	2443.73	1990.12	3767.83	1847.78	8079.03	8035.4	7735.3	8051.55	7189.45	7431.44	7646.9	7932.76	8198.63	8674.79	7888.91	6961.48
Q15828	Q15828	CYTM_HUMAN	CST6	Cystatin-M	6858.76	2437.7	6684.55	3543.46	8490.19	3964.58	6722.5		5818.49	5640.54	8178.31	2083.99	1963.72	2586.37	3754.6	3493.66	2505.53	5004.96	7336.95	5103.93	2471.99	6408.19	4020.95	2598.26	2562.25	4087.46	5885.57	4745.63	2552.51		2098.27	1517.23	3105.34		3889.01
Q15836	P63027;Q15836	VAMP3_HUMAN	VAMP3	Vesicle-associated membrane protein 3	12107.2	8993.36	8644.08	9563.08	11307.4	12964.3	9266.2	11162.1	9630.74	9694.28	6357.13	3706.92	3921.82	3064.17	3365.73	7122.53	8929.22	9299.68	10024.7	9780.99	9833.42	8056.5	9179.97	3521.11	3666.83	3279.17	3605.28	4127.41	2967.85	3471.86	3466.47	3697.3	2355.56	2956.98	8978.31
Q15843	Q15843	NEDD8_HUMAN	NEDD8	NEDD8		6309.85	5284.64	6390.82	6470.43	8041.42		8930.67	5759.75	4369.74	7299.9	2898.08	4321.92	3608.95	4359.95	7286.31	7818.45	12486	10350.3	8244.41	6938.98	8558.88	9424.62	3267.67	4406.28	3517.61	4241.57	5517.5	4465.78	4250.8	4909.56	4059.93	4177.32	4427.5	6365.2
Q15942	Q15942	ZYX_HUMAN	ZYX	Zyxin	11476.5	10278.7	11890.7	12382.3	12287.6	13503.2	9957.3	18559.3	12106.2	8618.87	10982.2	5200.77	4240.39	4723.92	5176.53	10246.9	8494.16	8169.23	11374.9	9217.35	14990.4	11251.7	10558.3	4452.16	3499.87	4745.14	4866.46	4813.74	3578.06	4001.79	4356.73	3609.67	3983.02	4876.58	4935.54
Q16181	Q16181;Q6ZU15	SEPT7_HUMAN	SEPT7	Septin-7	9969.39	10343.3	7625.7	8496.36	7081.24	8580.39	6708.16	9643.84	10291.4	7938.48	7720.22	12965.6	13369.4	13841.6	13804.3	9033.17	10461.9	8814.1	9698.7	9840.47	8687.57	8006.83	9373.93	14150	13641.3	13434.9	13117.1	13777.3	14425.9	12883.9	13098.3	13951.2	14111.1	13503.5	14359.8
Q16186	Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	3145.31	3934.67	4542.73	5202.78	3727.07	4840.01	3424.44	6513.23	5202.08	5062.71	3398.74	1427.19	1496.61	1163.53	1492.85	3745.3	4127.43	5370.28	4612.61	3143.5	5659.47	3590.11	5159.46	1260.63	864.35	1093.04	949.056	751.028	925.572	1411.87	1186.65	898.766	1026.01	784.083	2903.29
Q16204	Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6		3239.58	4269.37		5441.5	4307.16	9142.92	5890.41	5565.79	5509.72	5873.78	6413.89	5951.61	6634.29	6743.95	6582.76	4602.47	4907.12	6264.21	5591.41	5209.34	6985.14	8405.86	6811.91	6272.69	5769.31	7046.14	6652.96	6205.92	6404.26	6307.51	6512.2	6384.81	5976.82	5681.42
Q16352	Q16352	AINX_HUMAN	INA	Alpha-internexin	4436.58	6622.92	5972.51	7625.74	6274.58	7065.61	5553.36	6440.09	6865.09	5747.52	6837.82	3598.85	3101.65	3563.11	2938.16	4995.16	3458.34	5761.62	7414.02	6976.27	4740.82	5924.28	7476.14	2844.4	2862.64	4255.74	3164.89	2639.06	2968.8	2844.43	3146.23	2638.27	2957.74	3020.2	15716.2
Q16512	Q16512	PKN1_HUMAN	PKN1	Serine/threonine-protein kinase N1	5226.13	2739.25	4979	5627.98	4186.66	3834.45	5114.88	7146.02	3987.8	3595.08	5421.87	4411.42	4112.77	4407.61	4571.32	4324.79	4329.83	4287.77	4709.06	3947.98	4522.39	4027.39	5182.13	5161.45	4355.09	4639.64	4162.07	4162.87	4107.96	4030.96	4631.75	4285.84	4995.02	5054.56	4700.35
Q16513	Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	6619.85	5820.69	7848.67	9921.19	9687.52	6179.72		7604.47	5495.14		10160.6	11449.9	11200.7	11551.2	12230.6	9797.5	9039.11	8323.1	11421.4	8576.01	8378.94	9065.12	7119.73	11314.4	11033.5	10956	11674.1	11844.3	10919.2	10788.7	11231.8	11265.1	11118.3	11099.4	10562
Q16527	Q16527	CSRP2_HUMAN	CSRP2	Cysteine and glycine-rich protein 2	5800.97	4197.65				3329.24	8116.54				5261.62	9624.88	10330	11745.3	11479	6882.55	7934.97	6126.96	6589.43	5045.14	5717.15	4244.94		11037.8	11869.5	11245.7	12918.4	10012.8	11128.5	14179.6	11932	12276.2	13834	11614.3	12087.7
Q16531	Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	5087.23	4518.19	2978.1	4414.61	4079.8	5189.06	7138.69	5350.28	4462.67	2856.13	2938.56	7214.49	6963.92	7597.55	7015.96	7336.58	6471.62	6037.23	6080.01	7171.88	5646.66	5675.76	5329.61	7984.75	7461.41	7585.92	6946.39	8222.24	8165.3	7188.38	7995.26	7703.6	7655.73	8277.67	7274.3
Q16543	Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	8758.83	11143	11471.5	14999.5	10657.2	12024.9	8606.58	13803.7	11588.1	11233.9	9241.81	5221.81	5612.41	5836.74	4651.45	9771.35	9290.07	10380.7	10121.1	10535.8	9769.21	9374.95	10792.5	5179.08	4953.22	5323.45	5635.71	5317.51	5823.87	6054.06	5613.12	6388.85	6314.95	4974.07	8006.85
Q16555	Q16555	DPYL2_HUMAN	DPYSL2	Dihydropyrimidinase-related protein 2	8432.48	10741.1	7379.03	7973.4	6280.87	6025.41	6366.42	7322.48	7684.84	5287.26	5372.91	4247.13	5978.8	5143.71	6366.09	8984.06	9840.18	11043.4	7682.75	7355.45	9436.05	13048.4	19445.6	4352.01	6031.39	6167.31	4811.52	6231.92	6387.29	5659	7494.14	8572.48	6916.85	5783.72	8973.84
Q16576	Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	10983.4	9560.8	8549.56	7602.31	9239.43	7703.27	7947.25	9478.33	9033.82	6830.4	9442.77	7028.26	6989.3	7662.07	7436.37	10161.8	9326.51	10318.2	8353.68	8667.82	8837.94	9741.23	10024.9	6737.69	7562.68	6347.61	6522.81	7659.27	6100.13	6182	6805.88	6296.23	6137.81	6457.33	5941.81
Q16610	Q16610	ECM1_HUMAN	ECM1	Extracellular matrix protein 1	10494.7		4738.11	2935.2	6420.44	1273.14	13076.3		3104.69	4898.77	6876.91		1294.32	2619.86	2480.77	1962.28		2548.96	3768.13	6328.62		4963.05	3708.25	2116.71	4294.36	2924.18	5054.09	5058.84	740.866	757.41	1974.67	528.962			2080.77
Q16629	Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	91858.2	83568.9	96211.2	81700.7	73472.8	78332.1	60391.9	80570.9	104154	69665.8	52975	145141	134484	131289	108142	101320	104238	102873	106962	131336	97358.9	104280	70833.6	133937	145395	130519	122051	122406	139624	132295	120973	133592	131246	140909	132031
Q16630	Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	16039.4	15246.8	17015.1	16149.1	15033.2	14090.2	14591.4	16249.5	16751	13610.2	12868.6	13504.5	13880.9	14096.9	14243.9	18009.1	16716	17346.2	17518	18608.8	14592.8	15672.3	15543.6	13998.8	13254.7	13633.3	13090.8	12725.7	13459.4	13307.4	13715.7	14791.9	13973.5	13152.2	13580.1
Q16637	Q16637	SMN_HUMAN	SMN1	Survival motor neuron protein	2413.56	2867.32	1041.18	2928.16	2043.33	2200.33	1812.13			1758.45	1458.23	4525.91	5562.97	5832.52	5551.75	4477.22	5674.06	3805.69	3587.2	3878.47	5117.21	3407.28	3277.44	4533.78	5461.9	5292.13	4613.09	3974.5	4661.95	4493.64	5685	4790.69	5801.06	5887.58	3607.49
Q16643	Q16643	DREB_HUMAN	DBN1	Drebrin	9216.25	14978.8	8425.33	9771.64	7819.06	10924.2	5120.96	9134.56	6809.29	6972.48	5498.49	5816.2	5071.78	4025.39	4013.11	8923.03	10390.6	11103.6	9042.83	10926.1	10415.2	9806.1	16228.3	3971.42	4744.84	5270.66	4508.27	4741.97	4449.58	5115.05	5099.84	4879.57	5009	4576.98	7163.95
Q16658	Q16658	FSCN1_HUMAN	FSCN1	Fascin	10387.5	10978.6	6075.4	6776.49	6672.5	4994.13	8363.3	4399.6	6161.21	6189.36	6932.1	7860.89	9186.63	8425.41	8612.99	9779.48	7815.16	11147.6	9706.14	9769.78	8953.39	8366.55	11311.1	8433.3	8075.93	9367.69	9048.01	10336.9	8646.58	8328.43	9367.64	9412.83	9127.09	8837.45	12565.7
Q16666	Q16666	IF16_HUMAN	IFI16	Gamma-interferon-inducible protein 16		3162.13										4124.79	4216.21	3965.91	4563.54	3254.54	3590.56	3203.35	2742.56	2778.46			2925.51	4032.35	4003.78	4542.41	4442.03	4346.14	4088.44	4194.1	3725.23	3860.99	4010.19	3946.4	3734.94
Q16698	Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase, mitochondrial	8356.48	5514.27	7659.05	7836.53	6876.08	6614.77	7952.11	7382.99	7180.21	9040.1	7020.42	6033.04	6023.24	6488.09	5694.15	7305.72	8293.78	8564.48	10702.6	10288.5	12676.9	8253.89	6082.95	6677.84	7189.73	8883.59	8839.36	6385.43	5591.83	7804.89	7549.87	5244.9	7859.26	7430.46	7573.33
Q16763	Q16763	UBE2S_HUMAN	UBE2S	Ubiquitin-conjugating enzyme E2 S	4635.39		3989.85						4856.55			4691.89	4917.99	5196.84	5159.02	4539.01	2764.18	2883.84	4078.85		3721.37	3560.18	4363.87	4887.37	5059.1	5089.09	4698.75	4577.53	4781.94	6075.17	4918.85	4184.22	4699.17	4475.12	4965.8
Q16799	Q16799	RTN1_HUMAN	RTN1	Reticulon-1	2281.05	1126.54	1798.28	1580.85		1014.93				2146.01		1540.48	1130.43	1464.31		3910.25	3103.31	2524.09	2946.04	4347.02	3054.05	3302.77	2983.98	1255.39	1342.26	2047.06	820.797	1014.81	2076.63	822.825	964.007	1447.55	2315.98	1440.15	2555.07
Q16822	P35558;Q16822	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial												1195.17	1537.69	1287.41	1558.26									1307.49	1284.52	1400.61	1666.26	1371.92	1555.35		1095.67	1257.75			1340.41
Q16836	Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial		6747.93	8595.4	9661.66	12292.9	9887.4		8994.85	8254.16	9591.9	5105.28	8442.1	7642.39	8311.45	7586.18	9154.99	10736.9	7951.48	8296.37	8921.93	12460.8	10716.1	10271.6	8507.62	8738.86	8581.04	9673.55	10046.8	8426.16	8168.39	9247.75	9262.66	9573.53	9116.02	8778.18
Q16891	Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	14069.3	12090.1	12521.9	10714.4	9986.9	11998.8	8264.64	8222.25	9255.28	10059.1	11892.9	5562.01	4705.09	4758.16	5481.15	13717.6	14603.6	13968.8	14157	16855.1	28354.1	14828.4	14763.9	4675.72	4695.79	5887.5	6629.8	4870.25	4720.61	4235.36	4221.85	4355.48	5133.46	5162.37	7469.69
Q1KMD3	Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	6522.8	11723	6162.75	4995.2	5002.96	7792.94		7085.17	6961.01	6328.33	6846.84	8693.85	8491.68	8017.67	5116.88	6396.56	9418.87	9992.03	6860.41	10172.4	10509.7	6677.9	7973.33	7243.91	10886.7	8593.78	7864.73	8705.83	7751.25	10825.6	7492.36	7187.16	10179.8	7945.56	11378.9
Q1MSJ5	Q1MSJ5	CSPP1_HUMAN	CSPP1	Centrosome and spindle pole-associated protein 1	162927	13885.7	141117	59833.4	163485	11994.8	228908	31998.8	68780	92877.2	248844	44955.8	23461.6	26796.4	39859.8	94588	14870.8	67104.3	96709.8	85202.3	14032.3	124302	71792.9	36374		32903.7	104503	188862	10166.3		25487.3		35767.7	33206.1	34838.6
Q27J81	Q27J81	INF2_HUMAN	INF2	Inverted formin-2												1043.96	681.696	1345.73	710.295									1062.45	961.925	1044.18	1286.11	1169.06	1028.35	1117.72	1090.14	1277.14	1346.94	856.464	923.707
Q29RF7	Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	4548.21	5953.03	3185.98	5568.06	3347.09	3849.72	3686.06	3390.43	5388.62	3062.32	2750.2	6062.76	5314.16	5818.31	5560.47	6324.33	4644.09	6107.02	4486.29	5434.58	6543.91	6042.51	5072.12	5178.2	5164.44	5441.34	5970.53	5334.79	5007.37	5570.57	5391	5929.57	5201.99	5426.11	5124.77
Q2M389	Q2M389	WASC4_HUMAN	WASHC4	WASH complex subunit 4		3840.42		5989.95		3824.57						5291.07	5138.34	5573.21	6124.35	6621.35	5154.88	5885.59	6569.94	6052.77	6306.59	6568.42	5830.92	5210.76	4542.95	4807.42	5906.25	5915.05	4608.3	4720.98	6347.23	5497.74	4650.89	4903.69	4469.98
Q2NKX8	Q2NKX8	ERC6L_HUMAN	ERCC6L	DNA excision repair protein ERCC-6-like		8879		17570		22237.5						10647.6	10403.3	13549.6	11315.6		10527.2		11626.2	10470.5		9224.35		11175.3	13050.3	9635.54	11945.7	13541.6	11093.1	11798.7	10761.6	11477.4	11548.7	13350.3	12804.9
Q2NL82	Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog		1522.81	3528.91									3700.17	3040.82	2987.05	3117.33	1466.03			3248.54	2457.89	2200.86	1991.2		3456.7	3290.52	2592.38	3006.04	2218.56	3007.01	3188.63	3279.4	2871.77	3014.51	2028.33	2000.33
Q2TAA2	Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	262504	48577.5	158712	64540.9	202320	32729.4	157708	27431	67910.1	98237	158750	58123.3	29520.9	86736.4	125719	24911.8	10662.5	79529.3	82339.4	106720	17864.3	156081	55289.6	38911.3	65562.1	47861	106871	164529	10155.8	2954.91	54344.1	3196.93	47324.4	28762.1	41308.2
Q2TAY7	Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	10196.1	4575.32	3738.29	4893.45	4189.17	3804.64	4252.52	7926.81	5077.9	2378.33	4664.06	5587.2	5394.72	5931.99	6054.4	5798.81	5783.67	5846.48	6068.64	4943.12	5655.42	5792.14	5630.01	5758.6	5026.43	5450.28	5196.66	5596.3	5262.6	5799.84	6068.71	6033.28	4552.43	4894.03	4445.31
