Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014892CK_Slot1-01_1_3148.d	TU014893CK_Slot1-02_1_3149.d	TU014894CK_Slot1-03_1_3150.d	TU014895CK_Slot1-04_1_3151.d	TU014896CK_Slot1-05_1_3152.d	TU014897CK_Slot1-06_1_3153.d	TU014898CK_Slot1-07_1_3154.d	TU014899CK_Slot1-08_1_3155.d	TU014900CK_Slot1-09_1_3156.d	TU014901CK_Slot1-10_1_3157.d	TU014902CK_Slot1-11_1_3158.d	TU014903CK_Slot1-12_1_3159.d	TU014905CK_Slot1-25_1_3161.d	TU014906CK_Slot1-26_1_3162.d	TU014907CK_Slot1-27_1_3163.d	TU014908CK_Slot1-28_1_3164.d	TU014910CK_Slot1-30_1_3166.d	TU014911CK_Slot1-31_1_3167.d	TU014912CK_Slot1-32_1_3168.d	TU014913CK_Slot1-33_1_3169.d	TU014914CK_Slot1-34_1_3170.d	TU014915CK_Slot1-35_1_3171.d	TU014916CK_Slot1-36_1_3172.d	TU014919CK_Slot1-14_1_3177.d	TU014920CK_Slot1-15_1_3178.d	TU014921CK_Slot1-16_1_3179.d	TU014922CK_Slot1-17_1_3180.d	TU014923CK_Slot1-18_1_3181.d	TU014924CK_Slot1-19_1_3182.d	TU014925CK_Slot1-20_1_3183.d	TU014926CK_Slot1-21_1_3184.d	TU014927CK_Slot1-22_1_3185.d	TU014928CK_Slot1-23_1_3186.d	TU014931CK_Slot1-37_1_3189.d	TU014932CK_Slot1-38_1_3190.d	TU014933CK_Slot1-39_1_3191.d	TU014934CK_Slot1-40_1_3192.d	TU014935CK_Slot1-41_1_3193.d	TU014936CK_Slot1-42_1_3194.d	TU014938CK_Slot1-44_1_3196.d	TU014939CK_Slot1-45_1_3197.d	TU014940CK_Slot1-46_1_3198.d	TU014941CK_Slot1-47_1_3199.d	TU014942CK_Slot1-48_1_3200.d
Q13155	Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	1186.4	1098.43	1080.4	981.545	766.836	1013.66	1558.83	1028.89	1250.43	1145.14		1023.38	922.984	1191.54	784.218	1165.46	1056.32	1167.3	1474.28	1324	1417.56	1110.36	1279.05	1245.82	1614.13	1366.87	1517.09	1414.9	1672.58	1275.41	1210.28	1369.11	1546.37	1576.78	1701.83	1340.73	1653.51	2181.58	1610.66	1431.16	1705.08	1923.19	1901.36	1260.12
Q13162	Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1023.37	1404.69	1686.9	1278.19	1052.68	1115.02	1614.12	1459.25	1095.28	1842.57		1280.25	1930.83	1358.84	1502.34	2104.21	2173.07	1288.59	1807.5	994.005	2121.29	1629.31	1917.32	1984.99	2333.81	2435.41	2182.28	2069.24	2346.84	2648.79	2270.09	2182.52	2240.94	2323.29	2495.33	2708.53	2441.68	2300.98	2047.11	2564.51	2769.87	2478.59	2843.57	2360.04
Q13164	Q13164	MK07_HUMAN	MAPK7	Mitogen-activated protein kinase 7	1595.51	935.647	1755.92	1318.7	1233.04	1670.46	565.744	1360.5	1217.39	1305.84				1714.57		1466.43	1952.06		1558.1	1518.09	1109.02	1520.02	1484.36																					
Q13177	Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	6269.67	8255.56	8083.59	7227.38	7655.15	7732.91	7531.15	7010.8	8243.24	8092.21	14889.7	6967.24	6935.94	8150.06	7649.05	6847.99	7322.38	7547.84	7698.83	7884.87	8326.06	6788.95	8658.11	8957.37	9234.33	8781.31	9144.57	8808.92	9267.03	8688.36	9442.94	10077.6	8729.54	10029.3	9289.79	8898.73	10878.3	9106.75	9393.34	9029.52	9501.5	10026.4	8045.86	8383.92
Q13185	Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	2139.32	2158.58	2737.86	2438.47	2215.77	2317.17	1913.62	2696.42	2428.14	2814.79	5550.12	3103.19	2436.92	2339.92	2328.19	2825.64	2321.56	2439.17	3112.28	2688.93	2363.13	2282.3	2506.74	3044.97	4111.49	2816.57	3163.14	3642.89	3768.92	3198.73	2758.08	3632.79	1713.43	3377.67	2870.62	3507.36	3920.33	3695.95	4031.8	2817.16	2602.23	4140.27	3691.87	3949.88
Q13190	Q13190	STX5_HUMAN	STX5	Syntaxin-5	965.453	722.365	925.77	1062.11	1197.19	979.896	1053.05	756.451	931.331	890.819		1276.29	871.561	787.852	413.397	716.839	1265.07	1083.09	1106.31	1416.43	884.902	847.597	938.996		2331.89	2357.12		2236.28	2420.97	2337.65	2846.35	2599.32	2159.07	2146.01	1979.07				2815.33				2731.17	1786.14
Q13191	Q13191	CBLB_HUMAN	CBLB	E3 ubiquitin-protein ligase CBL-B			326.564	84.3145		397.113	119.291	136.017						142.669	294.53		202.893	360.083	243.387	250.807	368.158	430.474	261.027																					
Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	2735.55	3064.3	2190.5	2392.62	2295.99	3373.47	3131.99	3063.73	2614.83	2316.9	9180.29	2975.19	3535.35	2290.72	2746.92	2740.31	2622.83	2427.94	3150.34	2761.44	1721.48	2412.71	2589.44	3914.26	3737.02	3644.04	3300.02	3319.11	3948.47	3929.96	3728.68	3407.97	4112.67	3680.19	3225.48	3737.8	3691.55	3468.86	3860.68	3365.73	5137.16	3816.02	4044.04	3692.66
Q13217	Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	1792.65	1601.83	1335.06	2440.98	1580.84	1801.04	2458.53	1475.22	2395.9	1248.44	1392.66		1393.38	1531.95	1657.37	1889.39	2136.53	1700.12	1866.71	1582.34	1364.44	1866.03	2390.73	2720.04	3090.58	2564.74	2961.89	3416.94	3073.65		3805.56	3433.1	3103.74	3056.77	3924.99	2243.97	3243.41	3692.47	4515.73	3107.14	2683.26	3275.27	2838.89	2850.2
Q13228	Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase													443.401									338.66											4052.32											
Q13232	Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	1181.97	1523.51	1384.21	1075.49	1038.66	1679.63	1167.31	1183.59	1821.17			1523.53	1909.3	940.315	764.679			834.034	939.514	1465.15		1225.03	975.214	2254.68	2208.5			2216.46	2735.31		2436.96			2483.35		2253.79			2327.36			2503		2570.64
Q13242	Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	21225.2	21779.5	23250.8	20643.6	22110.2	21786.5	21639.1	20894.9	20100	18566.4	14715	20269.8	18230.4	19441.2	21291.3	19042.6	19885.6	19966.3	20416.2	20993.1	17838.6	21069.9	20082.1	20645.2	20760.3	19877.9	19116.3	20904.6	20350.7	19270.2	17943.8	20208.7	19613.5	18752.7	18932.8	17831.4	18870.1	19620.9	17143.7	20281.1	10724	17745.4	18291.7	20718.2
Q13243	Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	25826	22409.9	23974.4	23246.6	23541.4	23738.1	22105.1	25594	23176.7	16184.6	18916.5	17466.7	23277.9	26682.6	18540.3	20511.8	24484	22880	23694.2	24251.4	20103.8	23878.6	24600.6	19405.2	17803	19264.7	20446.9	17529.7	18233.1	20614.4	19217.8	19017.7	15568.5	21001.7	19095.2	17588.4	18866.7	19488.1	16160.4	17632.3	14457.4	16280.2	12512.3	17281.8
Q13247	Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	42687.4	40318.4	42294.3	39371.6	41554.8	45819.2	40178.8	39480.6	40533.3	41079.3	33772	42214.7	46233.5	40650.6	43299.4	45626.1	40053.3	41284.3	36782.2	38509.6	45747.3	38032.4	37583.5	29191	30187	32846.7	28472.2	24835.7	24626	26048.5	28945.9	23641.7	25446.9	18677.2	23095.4	21995.1	24862.2	25505.1	19576.1	22935.9	20057.9	21374.1	21327.2	32253.9
Q13257	Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	1917.37	1394.42	1560.41	1866.84	2838.25	1963.87	1346.39	1686.2	1277.41	2211.1		2255.14	1737.08	1956.48	2119.86	1155.85	1655.76	1436.85	2676.53	1346.28	2019.59	1794.39	1833.05	1759			1252.49		1551.74		1391.65	1286.37		1563.29	1098.81		954.874	1262.32				1463.55		
Q13263	Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	13804.5	15052	13657	15247.1	15002	13078.2	13862.2	13930.1	15115.3	8373.77	13794.9	12106.2	10876.8	13710.1	12051.7	8938.07	13432.3	13757.5	14794	14062.4	8691.94	12641	12791.4	16741.7	16025.1	16507.1	16844.4	16884.5	15709.9	16149.6	15932.1	16203.7	14582.1	16076.4	15960.4	15188.9	15347.3	15659	15436	14550.3	11545.4	14776.7	10147	15860.2
Q13283	Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	39367.6	36994.2	36145.3	34969.5	35819.3	34650.2	34844.4	34420.1	35208.1	23434.6	10667.2	38000	45670.7	31751	41813.1	22028.1	32705.4	29531.9	32448.7	28898.7	20573.6	28387.2	28041.3	26305.8	25219.3	25275.4	22836.4	24638.1	22654.4	21953.2	21921.3	21203.3	15999.5	17291.2	17540.7	13436.9	14579.8	15310.9	13118.2	16608.2	7155.3	14038.2	8689.75	13927.2
Q13303	Q13303	KCAB2_HUMAN	KCNAB2	Voltage-gated potassium channel subunit beta-2		657.255	1352.61	866.046	1235.41		354.177	1012.61	745.493				1017.34	550.244	588.274		944.227	565.067	305.836	589.218		593.14	742.579																					
Q13310	Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	10071	9300.96	10166.2	8590.35	9100.91	9067.99	8689.96	8611.95	8754.21	9772.34	9379.93	7449.71	8119.64	10015.3	7542.58	10251.4	9708.9	9982.3	9204.41	9350.04	9088.21	9167.37	9518.28	9831.45	10411.7	10530	10010.8	10674.9	9127.24	10299	10228.5	9044.25	13307.7	10181.1	9109.15	10058	8785.18	9452.13	8085.16	11699.5	8540.41	9153.23	10538.8	14025.3
Q13315	Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	580.46	552.102			1027.8	479.318	502.993	738.091	677.603			1204.02		347.272	468.25	630.85	1075.28		498.091	689.061	568.521	1248.77												766.192	907.112									
Q13322	Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10	1290.34	1620.81	1718.73	1352.53	1496.98	957.517	1348.58	1409.38	1056.51	1283.68		882.676	1484.2	1122.19	1158.7	1347.84	1131.34	883.614	719.779	1035.97	959.54	560.906	1162.93	9644.4	2459.36	2523.2	1826.06	1998.35	2328.82	2344.26	2147.98	2100.72	1936.02	1853.48	2197.13	2697.3	2472.66	2297.2	2343.33	2211.96	3401.44	2174.81	2673.11	3020.21
Q13330	Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1	2836.78	2716.1	3113.16	2964.89	3079.65	2959.94	2758.14	2866.4	2600.69	2717.47	2458.76	2530.45	2123.92	3045.64	2794.09	2604.37	2716.5	2523.44	2461.26	3129.22	3072.57	2895.08	2987.72	3880.97	3539.63	3658.79	3163.24	3684.18	3619.33	3328.4	3332.48	3153.22	2836.95	3197.79	3402.42	2752.14	2585.84	3212.19	2938.4	3352.39	3044.12	2516.97	3849.92	3601.3
Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	30117.4	28907.2	29908.1	29855.9	29577.6	30889.2	29645	28866.2	29411.6	30809.9	13128.8	37685.5	29780.2	25539.6	31375.9	25089.6	25464.1	21647.4	23208.3	22793.6	26491.3	21586.2	20941	19552.9	16520.3	20052.8	18084.2	18203.6	18144	19314.2	16599.5	19912.5	17810	17724.9	17067.6	17514.3	19488.8	18309.6	18706.4	14262	14046.3	17605.4	20457.9	15590.9
Q13356	Q13356	PPIL2_HUMAN	PPIL2	RING-type E3 ubiquitin-protein ligase PPIL2	2405.6	2389.26	2770.27	2745.18	2627.97	2195.63	2596.02	2822.59	2807.67	1949.07	2255.76	2792.24	2503.88	2344.85	3682.71	1697.84	2460.21	2454.41	2416.27	2097.61	2074.5	2355.96	2555.32	4182.59	4243.03	4158.55	4159.9	4054.82	4381.23	4150.47	3945.9	4341.94	3758.63	3602.03	4162.34	3643.89	3884	3588.24	3792.38	4082.83	3222.99	3385.44	3042.32	3989.54
Q13362	Q13362;Q16537	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform		654.614		360.016		434.659												513.869	721.659	825.365			278.12																					
Q13363	Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	3906.73	3454.46	4687.05	4181.07	3638.55	4293.3	3398.85	4038.84	3926.94	4480.02	3410.86	3991.79	3867.37	4563.17	4797.69	5393.52	5081.07	4522.51	4819.06	4790.2	5577.51	4116.09	4164.79	5490.25	5398.24	5325.53	5115.05	7212.69	3898.72	5079.77	4877.93	4878.4	5886.51	4716.84	4860.73	4265.72	5475.53	5551.39	5304.86	6037.04	4876.46	5505.19	6005.12	6282.85
Q13404	Q13404;Q15819	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	2657.08	3357.31	3047.72	3559.95	3227.92	1903.47	3656.71	3635.17	3204.5	1654.38		2597.97	1868.22	3261.44	2960.06	2218.11	2520.05	3480.15	3821.07	4025.2	2726.27	3190.12	2424.48	3796.12	3547.14	3654.94	3602.57	3899.19	4043.56	4417.09	3426.06	3974.69	3542.34	3958.43	4077.55	3687.31	5636.21	3586.87	4589.42	4003.36	2951.82	4587.84	2807.29	3997.52
Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	3915.97	3597.69	3621.77	4086.96	4561.51	3832.51	3635.26	3706.85	4191.17	2874.66		5495.67	4096.73	3235.57	4325.85	2855.71	3736.64	3606.93	3418.72	3056.43	3067.08	2763.89	4004.04	5746.67	6233.09	6053.78	5446.51	5248.76	5887.38	5419.04	5367.5	5453.27	6019.85	4996.69	4664.92	4992	5386.29	4715.15	4818.69	4670.3	3792.82	4944.99	4144.27	6861.97
Q13416	Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2	5460.62	5822.22	5850.01	5264.33	5543.36	5396.29	4672.95	4599.43	5448.71	3369.9		6393.39	6435.16	4960.76	5890.7	2582.01	4006.67	4082.27	3788.16	4420.64	2547.02	3729	3756.1	4955.26	4709.47	5090.32	4850.59	5305.93	4336.59	4248.67	4812.27	4442.85	4452.77	3709.21	3352.7	4235.23	3253.51	3359.11	3503.6	3645.05	3378.4	3432.13	3306.71	4873.35
Q13418	Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	3123.37	2579.87	2691.46	3460.01	2977.31	2921.43	2733.34	2993.46	3306.53	3412.02	9083.7	2685.8	3040.22	3921.29	3081.67	3682.04	3401.7	2769.02	3527.03	3638.21	3877.96	3569.63	3425.43	4109.95	3796.07	3757.85	4817.41	4246.89	4037.66	4370.33	4310.62	3952.96	3786.51	4662.74	4530.07	4744.04	5067.49	4860.65	4585.74	4696.07	4803.37	4533.9	4583	3628.09
Q13423	Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	986.552	1050.79		1053.17	954.124	3560.22		1047.76	1047.51	684.042		1462.75	4759.88	532.363		2056.88	1150.4		814.45	770.179	2116.98	3106.98	538.678				3179.95				3399.81		2255.25	2249.9	2769.67	4084.51	2009.51		2893.26	2447.31	3523.57	2132.56		2677.67
Q13424	Q13424	SNTA1_HUMAN	SNTA1	Alpha-1-syntrophin																										1459.44		1230.43	1574.21		1772.69			1103.47										1899.24
Q13425	Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	4431.51	4042.47	3095.34	5004.14	3651.2	3640.77	3657.93	3877.87	3591.8	3275.56		5215.09	4119.44	3837.99	4066.76	3859.21	3938.21	2494.52	2779.92	3316.89	4266.76	3678.46	2482.37	3041.76	2739.57	2690.66	2028.91	2707.27	2017.34	2048.68	1733.94	2256.61	1571.26	1878.98	2577.43	1389.41	1639.87	1961.3	1520.71	1627		1927.65	1912.45	1330.1
Q13426	Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4	878.636	882.002	1063.29	970.523	579.037	843.686	714.999	979.253	1085.83			1034.7	684.29	574.153		586.454	1161.16	736.49	861.065	840.295	957.807	528.263	770.083			903.824	822.141		2412.21					2336.78	710.366			2268.52						
Q13427	Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	1972.66	1833.89	1707.93	1748.61	1113.54	2393.86	2187.91	1450.11	1679.53	1496.34		1203.49	1673.07	2029.9	2134.09	2537.67	2100.05	1806.63	1821.2	2891.11	1945.23	2723.32	1862.76	2740.17		2334.72	2960.67	2830.75	2911.77	2843.2	2619.27	2990.56	2477.36	2588.48	2615.74		2336.61	2378.22	2432.01	2747.74		2305.44	2323.05	2505.95
Q13428	Q13428	TCOF_HUMAN	TCOF1	Treacle protein	16562.2	16802.4	16487.9	16533.8	17982.4	16745.1	16040.9	15270.6	16227.2	15955.4	15815.5	19265.2	18687.9	14466.3	18789.5	14442.3	14576.1	14181.2	12379.1	12184.9	13618.5	12419.7	13851	14907.5	14584.4	15241.4	14578.6	14652.5	14531	14347.8	14447.4	14434.3	14807.2	13475.3	13012.1	12456.7	11704.5	12132.7	11574.6	11678.3	9926.53	11049.9	11849.4	15181.4
Q13432	A6NIH7;Q13432	U119A_HUMAN	UNC119	Protein unc-119 homolog A	2146.23	2797.94	2743.82	2927.05	2746.65	2666.95	2459.6	2145	3253.49	3453.04	3500.67	2747.28	2737.01	3301.8	4266.6	3492.36	3072.2	3132.51	3092.11	2621.15	2840.54	2101.42	2341.95	2554.34	3053.83	2999.47	3169.65	2844.85	3234.57	2831.43	3612.15	3259.22	3223.6	3140.05	3177.9	3436.28	2920.83	3444.73	3195	3072.17	3478.03	3031.67	2899.01	3372.68
Q13435	Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	20129.8	19339.3	19980.6	19128.7	18408.5	21117.2	19605.4	18467.9	19650.5	14182.8	12534	20692.9	22128.3	17470.6	18422.9	12554.9	17678.2	16001.4	16676.1	15883.1	12875.1	16071.2	16724.3	17916.6	17654.1	18808.6	18338.9	19060.5	17431.1	17893.2	17523.1	16944.4	17445.2	15062.7	14103	15724.5	14720.3	14430.2	13085.6	14571.3	14469.2	13171.5	12796.7	17772.9
Q13442	Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	25476.8	26001.1	26107.4	24556.9	26888.3	25597.3	24945.8	24758.4	25302.8	24950.8	9324.24	30722.9	26098.4	23283.1	26357.9	21032.9	19729.2	15498.6	17332.5	15813.9	21783.8	17676.3	16666	11691.9	12050.8	11695.3	10901.5	6825.86	17780.5	11454.6	11924	6101.95	12618.9	4560.97	8602.42	7493.19	5193.42	6009.68	3289.15	7454.9	4311.14	6936.91	3601.38	3781.51
Q13451	Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	2832.45	1902.3	2084.88	3197.05	2631.15	2710.22	2727.78	2880.29	2427.92	2029.98	2554.63	2837.81	2193.07	2143.66	2437.6	2706	3161.89	2864.45	3682.93	2634.18	2873.35	3514.27	3009.43	3803.29	4211.13	4767.38	4322.92	4129.55	3850.52	4187.56	4039.61	4767.76	4058.67	3996.7	4232.12	5024.78	4590.19	4518.27	4452.02	4479.19	5151.59	4272.11	3986.25	4566.24
Q13459	Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	1894.41	2592.72	2145.1	1960.4	1932.8	1455.17	1638.98	1859.41	2011.38	1877.68		2467.15	2055.15	1204.38	2256.89	3017.31	1664.12	1896.95	1870.53	2092.88	1205.48	1566.58	1622.69	2764.71	2791.45	2775.08	2838.91	2617.71	2249.71	3002.12	2260.84	2241.19	3431.72	2059.62	2285.27	2289.16	2482.16	2314.5	2622.6	2312.1	2719.07	2656.83	2055.55	2394.55
Q13464	Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	942.017	573.782	763.86	881.374	1059.27	1410.5	1182.76	1399.73	1432.66	579.803			623.947	1067.47	710.706	1431.66	1126.33	1122.92	1041.98	1047.78	898.979	1137.28	1242.82	2425.55	2630.86	2136.06	2483.05	2273.57	2051.7	1862.91		2339.33	2419.84	2472.87	2332.25	1619.02	2096.58	2287.74	2624.38	2947.51	2167.38	2462.33	3085.15	1717.72
Q13492	Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	3011.68	2711.54	3214.24	2490.66	3009.07	2681.18	2949.52	2583.82	2442.03	1862.19		3330.2	3296.71	3352.63	2317.95	1773.99	2650.36	2287.44	2413.1	3074.41	3582.82	3327.26	3094.46	3950.55	3437.19	3544.26	3568.32	4106.3	3554.21	3730.65	3594.32	3697.02	3804.97	3451.82	3210.09	2928.73	2937.05	3449.58	3684.3	3722.05	3508.85	3438.59	3412.94	3895.29
Q13496	Q13496	MTM1_HUMAN	MTM1	Myotubularin	473.791	367.465	1091.18	801.13	538.958	838.435	1036.34	813.725	958.861	1342.78			733.759	983.375	1112.93	1591.73	1142.92	1109.33	975.898	1171.34	1004.25	975.321	1419.84	1551.53				1962.86	1843.56		1870.64		1604.6		4738.08	1894.68	1705.26	3932.91	2237.92	1658.45				
Q13501	Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	691.491	665.757	1063.66	1174.15	890.892	1100.42	678.733	807.205	800.666	817.053		757.398		554.951	1696.68	422.969	858.647	1298.89	447.023	881.795	536.314	1025.03	523.596	1425.58	1753.59	1666.77	1706.41	1740.23	1518.01	1413.28	1755.99	2178.36	1236.5	1761.87	1473.44	1642.14	1855.5	1827.45		1701.53	2182.75	1833.11		2184.85
Q13509	Q13509;Q9BUF5	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	7358.4	16139.3	5129.45	7258.07	6862.93	5394.71	8968.23	10997.5	7956.36	7423.74		17253.6	11959.1	7320.58	11761.3	9488.87	5959.03	7948.75	7398.45	15078.7	8500.9	9409.19	7448.88	6172.9	4843.82	7036.48	5472.56	5401.49	7077.1	5662.77	7273.29	6254.68	7824.51	7610.76	7425.81	7755.34	12772.5	8431.25	19896	5986.41	8968.33	8833.65	7230.13	10337.7
Q13510	Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	816.736	443.424	572.896			637.083	369.218	624.707	855.272			740.686	1082.86	827.213		268.193	377.87	897.279	426.485	326.189		538.813																						
Q13523	Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	1992.4	1431.87	1708.26	1409.34	1424.43	1769.41	1892.24	1807.39	1618.81	1862.36		1419.33	1989.03	1210.07	1709.69	1532.96	1695.18	1342.48	1369.82	1489.41	955.535	1148.96	1479	2181.58	2081.12	1912.22	2912.47	2212.38	1606.03	2082.36	2366.02	2215.66	2752.25	1892.99	2166.49	2352.81	2021.06	1695.07	2076.44	2040.95	1638.92			2083.78
Q13535	Q13535	ATR_HUMAN	ATR	Serine/threonine-protein kinase ATR		1579.77	1487.43	1536.13	2068.97	1424.37	791.063	1698.65	1828.14	2619.83		1897.7	794.542	1666.17	1173.65	2328.96	1157.77	1028.64	1280.34	1347.98	2099.23	2032.03	1371.27		2385.7		2664.58	863.402				3167.94	4766.37		2588.92				3422.31	4724.78				8331.11
Q13546	Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	537.992	359.545	434.414	488.726	321.533	579.777	396.597	547.036	192.443			419.774	348.904	560.321			336.217	527.96						1368.63	869.332			992.869		1232.45	1068.17	896.591	1016.83	965.056	1068.71	1015.92	798.506		927.855	992.873		861.453		1035.92
Q13547	Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	2518.84	2475.29	2374.98	2331.8	2562.37	1989.57	1877.64	2323.96	2617.27	2704.01		1059.42	1472.25	3759.68	1333.58	2860.06	3283.78	2693.7	2774.2	3069.77	3139.9	2885.89	3052.59	2521.66	3099.8	2733.35	2516.3	1529.35	1482.6	2001	2301.37	1698.96	2229.67	1347.79	1855.25	3628.88	2795.38	3058.09	2599.62	2505.6	2968	2916.05	3427.02	3046.31
Q13555	Q13554;Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	1071.07	389.68	671.545	667.123		313.8	536.368	396.352	591.569	716.366			352.991	551.038	357.496	1038.06			1155.23	766.984	1421.4	817.513	964.07	2018.53			1903.83																	
Q13557	Q13554;Q13555;Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	2162.45	2374.74	2598.77	2791.44	3631.92	2739.22	2836.49	2302.54	2570.54	2836.33	10517	3223.35	3241.32	3721.68	4157.44	3505.05	3199.85	4138.6	2993.47	3733.56	3551.15	4213.19	2951.5	4052.76	4144.52	4237.06	4567.63	4534.51	4266.14	4360.23	4597.51	4617.01	4785.55	4581.08	5311.2	4996.46	4401.38	4439.95	4539.96	4664.87	5200.7	4882.45	4788.5	4079.31
Q13561	Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	1908.82	2160.57	1540.72	2115.24	1725.37	2221.14	2289.76	2057.16	1997.72	1589.34		3039.28	2188.99	2328.06	1926.41	2026.97	1997.98	1654.93	2520.44	2158.89	2339.53	2072.24	1792.78	3260.38		3254.27	3336.87	2750.08	3439.74	3203.17	2841.44	3215.62	2582.81	2688.15	2678.18	2738.18	3653.99	3266.61	3642.06	2936.57	3081.83	2951.93	2656.48	4883.2
Q13564	Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	567.907	550.83	388.984	546.24	546.239	485.141	514.614	835.012	588.115	723.36		648.665	605.286	589.531		2245.94		730.822	723.19	620.614	1168.21	914.146	1014.13	2222.42	2086.94	2341.22		2131.33	2355.18	2553.61	2048.31	1838.98	2692.34	1793.2	1623.64	1574.85	2250.91	1968.95	2079.77	1920.83				
Q13568	Q13568	IRF5_HUMAN	IRF5	Interferon regulatory factor 5	235.812	335.753	688.924	592.588	552.343	683.638	417.065	359.964	896.782	979.459				745.268	477.896		898.428	1158.73	714.454	1047.51	1141.3	1184.28	540.85				372.011																	
Q13573	Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	7543.1	7520.94	6868.74	6899.23	7535.17	7313.27	6512.85	7128.56	7130.03	7628.9	3684.56	9880.6	8838.64	5864.79	7323.82	7150.72	5982.36	5349.71	5954.03	5592.34	5400.84	4579.57	4932.86	8113.47	8031.91	8008.09	8448.37	7228.61	7695.24	7766.61	7181.21	7614.5	7285.29	6140.42	6886.74	6389.44	5917.34	6614.63	7680.69	5935.2	9558.93	6126.45	6413.88	5513.76
Q13574	Q13574	DGKZ_HUMAN	DGKZ	Diacylglycerol kinase zeta	495.679	808.043	874.741	761.922	619.116	341.818	616.938	843.002	665.642	859.214		1281.81	669.255	780.852	871.446			761.982		756.151		941.984	741.971																					
Q13576	Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	1899.75	2018.38	2225.07	1886.22	1486.82	2121.34	1900.18	1717.55	1681.99	1830.77		1939.88	1809.69	1933.01	2613.32	1937.01	1482.82	1996.85	1619	1639.44	1873.27	1966.05	1860.65	2402.42	2895.16	2438.86	2534.51	2370.86	2479.54	2737.36	2892.08	2432.03	2955.83	2470.81	2209.3	3000.07	2181.32	2492.77	2294.88	2472.95	2631.92	2501.89	2841.55	2645.67
